DATA;REDE;DESCRIÇÃO LOCAL;DESCRIÇÃO ITEM;TOTAL DE VENDAS;Outubro_2024;Novembro_2024;BlackFriday_2024;Dezembro_2024;Natal_2024;Outubro_2025;Novembro_2025;BlackFriday_2025;Dezembro_2025;Natal_2025;DESCRIÇÃO LOCAL;PROMOTOR RESPONSAVEL;MPDV DO LOCAL
29/11/2024;VIVO;LOJA 890;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
07/12/2024;VIVO;LOJA 890;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
12/12/2024;VIVO;LOJA 890;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
20/12/2024;VIVO;LOJA 890;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 890;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
11/12/2024;VIVO;LOJA 890;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
25/11/2024;VIVO;LOJA 890;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
26/11/2024;VIVO;LOJA 890;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
23/10/2024;VIVO;LOJA 891;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 891;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
14/11/2024;VIVO;LOJA 891;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
28/11/2024;VIVO;LOJA 891;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 891;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
25/10/2024;VIVO;LOJA 891;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 891;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
09/11/2024;VIVO;LOJA 892;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
25/11/2024;VIVO;LOJA 892;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
13/11/2024;VIVO;LOJA 892;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
28/11/2024;VIVO;LOJA 892;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;3;;;;;;;;;;;;;
26/12/2024;VIVO;LOJA 892;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;3;;;;;;;;;;;;;
13/12/2024;VIVO;LOJA 892;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 892;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
16/12/2024;VIVO;LOJA 892;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
14/10/2024;VIVO;LOJA 892;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
20/11/2024;VIVO;LOJA 892;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
28/11/2024;VIVO;LOJA 892;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
04/12/2024;VIVO;LOJA 892;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 892;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
03/10/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
26/10/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
15/12/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
16/12/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
18/12/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
22/11/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
01/11/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
23/11/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
27/11/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 893;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;3;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 893;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
01/11/2024;VIVO;LOJA 893;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 893;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
07/10/2024;VIVO;LOJA 893;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
12/10/2024;VIVO;LOJA 893;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
16/11/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
19/12/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
27/10/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
16/11/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
25/11/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
09/12/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
13/12/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
14/12/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
15/10/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
20/11/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
27/11/2024;VIVO;LOJA 894;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
01/10/2024;VIVO;LOJA 894;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
05/11/2024;VIVO;LOJA 894;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
16/11/2024;VIVO;LOJA 894;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
25/11/2024;VIVO;LOJA 894;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 894;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
03/12/2024;VIVO;LOJA 894;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
07/12/2024;VIVO;LOJA 894;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
13/12/2024;VIVO;LOJA 894;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
20/12/2024;VIVO;LOJA 894;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 894;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
09/10/2024;VIVO;LOJA 894;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
28/10/2024;VIVO;LOJA 894;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
07/11/2024;VIVO;LOJA 894;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
04/11/2024;VIVO;LOJA 894;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 894;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
12/12/2024;VIVO;LOJA 894;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
15/12/2024;VIVO;LOJA 894;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 895;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
15/10/2024;VIVO;LOJA 895;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;3;;;;;;;;;;;;;
21/10/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
16/11/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
26/10/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
27/11/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
06/12/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
07/12/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
10/12/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
11/12/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
13/12/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
12/10/2024;VIVO;LOJA 896;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
19/12/2024;VIVO;LOJA 896;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
07/10/2024;VIVO;LOJA 896;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
08/10/2024;VIVO;LOJA 896;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
13/12/2024;VIVO;LOJA 896;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
15/12/2024;VIVO;LOJA 896;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
19/12/2024;VIVO;LOJA 897;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
16/10/2024;VIVO;LOJA 897;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
12/10/2024;VIVO;LOJA 897;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
09/11/2024;VIVO;LOJA 897;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
16/11/2024;VIVO;LOJA 897;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
20/11/2024;VIVO;LOJA 897;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
28/11/2024;VIVO;LOJA 897;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
09/11/2024;VIVO;LOJA 897;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 897;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
07/12/2024;VIVO;LOJA 897;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;3;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 897;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
06/12/2024;VIVO;LOJA 897;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
17/12/2024;VIVO;LOJA 897;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
20/12/2024;VIVO;LOJA 897;ECHO SPOT™ - BRANCO;3;;;;;;;;;;;;;
01/10/2024;VIVO;LOJA 897;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
05/10/2024;VIVO;LOJA 897;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
22/11/2024;VIVO;LOJA 897;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
24/11/2024;VIVO;LOJA 897;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 897;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
11/12/2024;VIVO;LOJA 897;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
18/12/2024;VIVO;LOJA 897;ECHO SPOT™ - PRETO;3;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 897;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 897;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
14/12/2024;VIVO;LOJA 897;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
15/12/2024;VIVO;LOJA 897;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
08/11/2024;VIVO;LOJA 897;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 897;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
18/12/2024;VIVO;LOJA 897;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
05/10/2024;VIVO;LOJA 897;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
14/11/2024;VIVO;LOJA 897;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
17/11/2024;VIVO;LOJA 897;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
19/11/2024;VIVO;LOJA 897;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
10/12/2024;VIVO;LOJA 897;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 897;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
09/10/2024;VIVO;LOJA 898;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
23/10/2024;VIVO;LOJA 898;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
29/10/2024;VIVO;LOJA 898;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
28/11/2024;VIVO;LOJA 898;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
06/12/2024;VIVO;LOJA 898;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
04/12/2024;VIVO;LOJA 900;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
13/12/2024;VIVO;LOJA 900;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
14/12/2024;VIVO;LOJA 900;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;;;
17/12/2024;VIVO;LOJA 900;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;;;
20/10/2024;VIVO;LOJA 900;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
26/11/2024;VIVO;LOJA 900;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
27/11/2024;VIVO;LOJA 900;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
09/12/2024;VIVO;LOJA 900;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;0;;;;;;;;;;;;;
11/12/2024;VIVO;LOJA 900;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
19/12/2024;VIVO;LOJA 900;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
20/12/2024;VIVO;LOJA 900;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 900;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
26/12/2024;VIVO;LOJA 900;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
30/10/2024;VIVO;LOJA 900;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 900;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
21/11/2024;VIVO;LOJA 900;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
23/12/2024;VIVO;LOJA 900;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
12/12/2024;VIVO;LOJA 901;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
14/12/2024;VIVO;LOJA 901;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
26/12/2024;VIVO;LOJA 901;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;;;
26/10/2024;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
05/10/2024;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
19/10/2024;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;0;;;;;;;;;;;;;
03/11/2024;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
14/12/2024;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;0;;;;;;;;;;;;;
18/12/2024;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;3;;;;;;;;;;;;;
20/12/2024;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
14/12/2024;VIVO;LOJA 901;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;3;;;;;;;;;;;;;
16/12/2024;VIVO;LOJA 901;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
06/12/2024;VIVO;LOJA 901;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
12/10/2024;VIVO;LOJA 901;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
18/11/2024;VIVO;LOJA 901;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 901;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
04/12/2024;VIVO;LOJA 901;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
06/12/2024;VIVO;LOJA 901;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
12/12/2024;VIVO;LOJA 901;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
11/11/2024;VIVO;LOJA 902;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
06/12/2024;VIVO;LOJA 902;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
22/12/2024;VIVO;LOJA 902;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;;;
22/11/2024;VIVO;LOJA 902;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 902;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
18/11/2024;VIVO;LOJA 902;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 902;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
05/10/2024;VIVO;LOJA 903;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
06/10/2024;VIVO;LOJA 903;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
09/10/2024;VIVO;LOJA 903;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
19/10/2024;VIVO;LOJA 903;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
07/11/2024;VIVO;LOJA 903;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
04/10/2024;VIVO;LOJA 903;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
17/11/2024;VIVO;LOJA 903;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
19/11/2024;VIVO;LOJA 903;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
20/11/2024;VIVO;LOJA 903;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
28/12/2024;VIVO;LOJA 903;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
16/10/2024;VIVO;LOJA 903;ECHO SPOT™ - BRANCO;2;;;;;;;;;;;;;
09/11/2024;VIVO;LOJA 903;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
29/11/2024;VIVO;LOJA 903;ECHO SPOT™ - BRANCO;0;;;;;;;;;;;;;
25/11/2024;VIVO;LOJA 903;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 903;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
03/12/2024;VIVO;LOJA 903;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
17/12/2024;VIVO;LOJA 903;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
18/12/2024;VIVO;LOJA 903;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 903;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
21/10/2024;VIVO;LOJA 903;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
21/11/2024;VIVO;LOJA 903;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 903;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
18/12/2024;VIVO;LOJA 903;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
15/11/2024;VIVO;LOJA 904;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 904;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
21/12/2024;VIVO;LOJA 904;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 904;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
10/12/2024;VIVO;LOJA 904;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 904;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
27/12/2024;VIVO;LOJA 904;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
01/11/2024;VIVO;LOJA 904;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;1;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 904;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;3;;;;;;;;;;;;;
24/12/2024;VIVO;LOJA 904;ECHO DOT™ (5ª GERAÇÃO) COM RELÓGIO - BRANCO;2;;;;;;;;;;;;;
11/10/2024;VIVO;LOJA 906;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;;;
19/10/2024;VIVO;LOJA 906;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
12/10/2024;VIVO;LOJA 906;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
30/11/2024;VIVO;LOJA 906;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
12/10/2024;VIVO;LOJA 906;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
22/11/2024;VIVO;LOJA 906;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
02/12/2024;VIVO;LOJA 906;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
